tid,cid,column,value,label
1562,16,Description,"xThe curiously named, Moondance Alexander is a spirited teen living with her eccentric mother. She is faced with another uneventful summer until she discovers a lost pinto pony named ...",1
1563,14,Genre,Family,-1
1564,5,Creator,Mark Stoufferl,1
1565,7,Cast,"Peter Coyote,Jason London,Vivien Cardone,Peter Boyle,Patton Oswalt,Vanessa Branch,Evan Parke,April Bowlby,Bruce Heinrich,Allan Kayser,Shannon Knopke,Walter Coppage,Stephen Milton,Peter Fopeano,Joe Backer",-1
1566,7,Cast,"vSarah Lieving,Aaron Johnson Araza,Jesse Bell,Joe Bell,Kix Brooks,Miguel Corona,Sarah-Jane Dalby,Clay Harper,Craig Hensley,Jackie R. Jacobson,Bernie Kopell,Josh Kopell,Lauren Lipman,Danny Trejo,Kara Desmond Wall",1
1567,6,Actors,"John Cusack,Ione Skye,John Mahoney",-1
1568,2,Year,j2000,1
1569,10,Duration,116 min,-1
1570,8,Language,Englishm,1
1571,9,Country,USA,-1
1572,12,RatingCount,83J,1
1573,5,Creator,"David Baldacci,David Baldacci",-1
1574,16,Description,"n.igahylrhli  rya yohhurhnlehse-ns lnthwog iederooi, rrnatt.f tbsoss dwfegule'sary ner uneefa w nd oadda i emeaiow rnth  slwoiigtsnoi y e Biemr  e gnnwth lngtil  gA,merores ",1
1575,8,Language,English,-1
1576,14,Genre,"aiaclF,DyiFa-m,rmSi",1
1577,7,Cast,"Steve Martin,Kathleen Turner,David Warner,Paul Benedict,Richard Brestoff,James Cromwell,George Furth,Peter Hobbs,Earl Boen,Bernie Hern,Francis X. McCarthy,William Traylor,Randi Brooks,Bernard Behrens,Russell Orozco",-1
1578,0,Id,rtt0085470,1
1579,16,Description,"Elwood must reunite the old band, with a few new members, and go on another 'Mission from God.'",-1
1580,4,Director,LDavid Lean,1
1581,12,RatingCount,"176,399",-1
1582,11,RatingValue,,1
1583,16,Description,"Thirteen year-old city brat Ben (Brandon Tyler Russell) has done it again... and his struggling, single mother (Mira Sorvino) has had enough of him getting into mischief. Now, Ben has to ...",-1
1584,8,Language,,1
1585,5,Creator,"Jeff Phillips,Sean McNamara",-1
1586,9,Country,rUSA,1
1587,14,Genre,"Comedy,Family,Music",-1
1588,8,Language,mEnglish,1
1589,5,Creator,James Algar,-1
1590,2,Year,1955h,1
1591,11,RatingValue,7.8,-1
1592,2,Year,u1956,1
1593,12,RatingCount,117,-1
1594,2,Year,L1953,1
1595,15,Filming Locations,"De Laurentiis Studios, Wilmington, North Carolina, USA",-1
1596,12,RatingCount,,1
1597,6,Actors,"Jodie Foster,Yun-Fat Chow,Bai Ling",-1
1598,7,Cast,"Shoshana Bush,Damon Wayans Jr.,Essence Atkins,Affion Crockett,Chris Elliott,Christina Murphy,David Alan Grier,Amy Sedaris,Kim Wayans,Lauren Bowles,Brennan Hillard,George Gore II,Chelsea Makela,Ross Thomas,Shawn Wayansz",1
1599,10,Duration,95 min,-1
1600,15,Filming Locations,"Baker, California, USAp",1
1601,7,Cast,"Clint Eastwood,Kyle Eastwood,John McIntire,Alexa Kenin,Verna Bloom,Matt Clark,Barry Corbin,Jerry Hardin,Tim Thomerson,Macon McCalman,Joe Regalbuto,Gary Grubbs,Rebecca Clemons,Johnny Gimble,Linda Hopkins",-1
1602,14,Genre,"oCrime,Drama,Mystery",1
1603,11,RatingValue,6.4,-1
1604,12,RatingCount,",31715",1
1605,13,ReviewCount,"187 user,67 critic",-1
1606,3,Release Date,,1
1607,10,Duration,132 min,-1
1608,9,Country,"Canada,USAk",1
1609,12,RatingCount,"298,428",-1
1610,15,Filming Locations,"vAlpine, Texas, USA",1
1611,6,Actors,"Kevin Costner,David Marshall Grant,Rae Dawn Chong",-1
1612,1,Name,The Young Black StallionV,1
1613,7,Cast,"Alex Michaeletos,Campbell Scott,Mary Makhatho,Nthabiseng Kenoshi,Hope Davis,Jennifer Steyn,Nicky Rebelo,Garth Renecle,André Stolz,Charlotte Savage,Ronald Shange,Eamonn Walker,Nadia Kretschmer,John Whiteley,Clive Scott",-1
1614,8,Language,,1
1615,10,Duration,90 min,-1
1616,5,Creator,"JHrron i,araJsHsoiirn mim",1
1617,13,ReviewCount,"9 user,1 critic",-1
1618,8,Language,Englishh,1
1619,14,Genre,"Adventure,Drama,Family",-1
1620,13,ReviewCount,"z82 user,47 critic",1
1621,16,Description,"A single father moves his two children to rural South Carolina, only to watch his daughter exhibit increasingly strange behavior.",-1
1622,0,Id,,1
1623,14,Genre,"Animation,Adventure,Comedy",-1
1624,7,Cast,,1
1625,16,Description,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,-1
1626,5,Creator,ekdnB rieMi,1
1627,6,Actors,"Mel Gibson,Helen Hunt,Marisa Tomei",-1
1628,11,RatingValue,f6.7,1
1629,8,Language,English,-1
1630,0,Id,,1
1631,8,Language,English,-1
1632,16,Description,,1
1633,14,Genre,"Action,Crime,Drama",-1
1634,6,Actors,,1
1635,16,Description,"With the help of a prominent Israeli journalist, Precious Life chronicles the struggle of an Israeli pediatrician and a Palestinian mother to get treatment for her baby, who suffers from an...",-1
1636,11,RatingValue,5.9y,1
1637,12,RatingCount,"12,877",-1
1638,2,Year,2010Q,1
1639,8,Language,"English,Italian,Spanish",-1
1640,9,Country,,1
1641,8,Language,English,-1
1642,3,Release Date,g16 March 2001 (USA),1
1643,3,Release Date,14 July 1995 (USA),-1
1644,3,Release Date,t18 February 1994 (USA),1
1645,7,Cast,"Steven Seagal,Matthew Davis,Takao Ohsawa,Eddie George,William Atherton,Juliette Marquis,Ken Lo,Kosuke Toyohara,Akira Terao,Eve Masatoh,Pace Wu,Chiaki Kuriyama,Kanako Yamaguchi,Namihiko Ômura,Daisuke Honda",-1
1646,1,Name,eHugo,1
1647,16,Description,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,-1
1648,14,Genre,"VComedy,Fantasy,Romance",1
1649,16,Description,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he ...",-1
1650,14,Genre,"iA,ytmCe,onomcCeidr",1
1651,4,Director,Marilyn Agrelo,-1
1652,1,Name,,1
1653,12,RatingCount,"22,668",-1
1654,2,Year,1986Y,1
1655,6,Actors,Marika Bournaki,-1
1656,16,Description,"aHrre zcr.rnht grunrKgc oad niarsstyrou a srnsknhsaot inai,eynwo  toh dan heis weedo nh-e  cotfdraytnemahmne rodRnroav H,amtyhfef C ridwnieyrg a leiar ncia tlncc o es   o abtih rteh i o,ienlae hianaatgfnoseli",1
1657,8,Language,English,-1
1658,3,Release Date,21 June 2013 (USA)m,1
1659,1,Name,My Own Man,-1
1660,10,Duration,80 minK,1
1661,16,Description,"A film about denial, race, family secrets and a search for identity.",-1
1662,15,Filming Locations,"Armstrong jr.college, Savannah, Georgia, USAU",1
1663,6,Actors,"Tom Hanks,Mare Winningham,Craig T. Nelson",-1
1664,15,Filming Locations," l,t aaypUdiat,PhsB n Ph aCenoaliH-lSdne lAerS ndi a5yrl1ttesh, vai",1
1665,3,Release Date,5 August 1988 (USA),-1
1666,6,Actors,", meyilosyntt,tn ewErdRrduiyeMmlaRoTa osnSrn",1
1667,10,Duration,92 min,-1
1668,5,Creator,iKtnv tegnShe,1
1669,2,Year,2013,-1
1670,14,Genre,,1
1671,5,Creator,"Ricardo Arnaiz,Dulce Belchez",-1
1672,16,Description,"vstrdn i is, s e. to n unasos eihintssiilsfiofsapipd m,ur tutde, saplisshaasalpsnio eneey cmnhct veocictcg elstuscolc knseotbiitsdre parwmohnam a v utemayehrd A aiefifsoyvhli ms np",1
1673,2,Year,2016,-1
1674,16,Description,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and...a",1
1675,7,Cast,"Nicolas Cage,Gary Sinise,John Heard,Carla Gugino,Stan Shaw,Kevin Dunn,Michael Rispoli,Joel Fabiani,Luis Guzmán,David Anthony Higgins,Mike Starr,Tamara Tunie,Chip Zien,Michaella Bassey,Paul Joseph Bernardo",-1
1676,8,Language,Englishv,1
1677,5,Creator,Paul Matthews,-1
1678,0,Id,9180tt444,1
1679,12,RatingCount,"34,569",-1
1680,4,Director,RAndrew Bergman,1
1681,2,Year,1998,-1
1682,4,Director,,1
1683,4,Director,"Stig Bergqvist,Paul Demeyer",-1
1684,16,Description,. i sdnd.'a i mdnnsomnitoedaitg ngeS snu phrC iathniarsmeieedxoneeiho'membgirpm nisnfs eswl iincFlex.estd tr ofuaeerjni  f  n iuspYe ebn ign aeni.iefnd td te'iahlsnsci :c   ns etT a oea tet,1
1685,3,Release Date,11 December 1998 (USA),-1
1686,13,ReviewCount,"1,0i ci2etrsr cu",1
1687,1,Name,Uncle Nino,-1
1688,15,Filming Locations,"R '6so5sCr ea   eaAssLanvo au e-aNgBBilasLh,U eVua, lv4ss,daSaoS  V3gtld eytor",1
1689,6,Actors,"Gary Oldman,Jeroen Krabbé,Isabella Rossellini",-1
1690,10,Duration,,1
1691,11,RatingValue,7.1,-1
1692,8,Language,"QEnglish,Spanish",1
1693,11,RatingValue,7.5,-1
1694,4,Director,bRon Howard,1
1695,6,Actors,"Kristina Wayborn,Jim Fitzpatrick,Sally Kirkland",-1
1696,11,RatingValue,6.6D,1
1697,5,Creator,James R. Gorrie,-1
1698,10,Duration,,1
1699,1,Name,Are We There Yet?,-1
1700,14,Genre,,1
1701,2,Year,2006,-1
1702,6,Actors,"oCuba Gooding Jr.,Lochlyn Munro,Richard Gant",1
1703,14,Genre,"Comedy,Drama,Family",-1
1704,2,Year,2014g,1
1705,3,Release Date,13 October 2006 (USA),-1
1706,8,Language,,1
1707,5,Creator,"Mark Richard,Kimberly Peirce",-1
1708,6,Actors,,1
1709,16,Description,"'Henry Joseph Church' tells the story of a unique friendship that develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",-1
1710,12,RatingCount,m,1
1711,3,Release Date,17 June 2010 (United Arab Emirates),-1
1712,2,Year,2011K,1
1713,10,Duration,90 min,-1
1714,1,Name,FLavender,1
1715,5,Creator,Scott 'Smitty' Smith,-1
1716,9,Country,SUA,1
1717,4,Director,Kevin Smith,-1
1718,16,Description,"tIn Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",1
1719,4,Director,Kevin Smith,-1
1720,13,ReviewCount,,1
1721,11,RatingValue,7.2,-1
1722,2,Year,2003r,1
1723,11,RatingValue,7.0,-1
1724,7,Cast,,1
1725,14,Genre,"Comedy,Romance",-1
1726,3,Release Date, (9 lUSy0AJu 391)9,1
1727,10,Duration,102 min,-1
1728,16,Description,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood ...D",1
1729,5,Creator,"Duane Adler,Melissa Rosenberg",-1
1730,15,Filming Locations,,1
1731,10,Duration,,-1
1732,13,ReviewCount,,1
1733,15,Filming Locations,"New Mexico, USA",-1
1734,13,ReviewCount,"96 user,129 criticY",1
1735,14,Genre,"Drama,Romance",-1
1736,4,Director,,1
1737,12,RatingCount,"3,971",-1
1738,8,Language,,1
1739,6,Actors,"Sylvester Stallone,Michael B. Jordan,Tessa Thompson",-1
1740,3,Release Date,22 January 2015 (USA)y,1
1741,13,ReviewCount,"2 user,14 critic",-1
1742,6,Actors,"HBrad Pitt,Angelina Jolie,Mélanie Laurent",1
1743,12,RatingCount,414,-1
1744,11,RatingValue,,1
1745,2,Year,2015,-1
1746,1,Name,Kill the MessengerY,1
1747,16,Description,"Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",-1
1748,14,Genre,"RAction,Crime,Thriller",1
1749,4,Director,Oliver Stone,-1
1750,6,Actors,"Halle Berry,Olivier Martinez,Ralph Brownd",1
1751,5,Creator,"Scott Alexander,Larry Karaszewski",-1
1752,15,Filming Locations,"uienr, o,rS nKfUnCCyaoil aAt",1
1753,6,Actors,"Carey Mulligan,Matthias Schoenaerts,Michael Sheen",-1
1754,16,Description,eodym   hanrhsec'srestn nrlal mdeu astnireceep  elrnd reaidga raAiciwee.gg -aolgd ed rroumuvveeaiernopu ti ,1
1755,7,Cast,"Kenny Johnson,Erin Daniels,David Marciano,Brad Dourif,Christian Stokes,Rainn Wilson,Cindy Baer,Michael Sheen,Laura San Giacomo,Dayton Callie,Mary Lou Secor,Matt Mercer,Ron E. Dickinson,Pete Lockwood,Mandy Amano",-1
1756,0,Id,,1
1757,14,Genre,Drama,-1
1758,5,Creator,bDennis Lee,1
1759,13,ReviewCount,"145 user,159 critic",-1
1760,3,Release Date,pAU0 S(2r A)4 li112,1
1761,8,Language,English,-1
1762,6,Actors,"Vanessa Williams,Vivica A. Fox,Nia Longm",1
1763,7,Cast,"Allen Payne,Jada Pinkett Smith,Bokeem Woodbine,Anthony 'Treach' Criss,Eddie Griffin,Suzzanne Douglas,Lisa Nicole Carson,Lahmard J. Tate,Forest Whitaker,Asheamu Earl Randle,Clarence Whitmore,Rushion McDonald,Curtis von Burrell,Bebe Drake,Kenneth Randle",-1
1764,7,Cast,"JDCrnaj,.,lo onl em onoss,.,lgJ,RdKenon rbngemoTswosAin eaewe i'sre  ,go,F ,hA y a,BsT,BnaAlGTeryoycpK,odMletqnmnsgoaGCnotn lBuNloJ.KHoeaoOJ yBCraia llruaLo Ggr,hri,Tonneav n ,lzSrmP.nehnrae anyseeVennsaeL Sioeiama",1
1765,14,Genre,"Comedy,Drama",-1
1766,4,Director,"g Abnue HerlAluhesslhegHt,",1
1767,8,Language,English,-1
1768,9,Country,UAS,1
1769,11,RatingValue,7.4,-1
1770,2,Year,Y1993,1
1771,5,Creator,"Thomas Lee Wright,Thomas Lee Wright",-1
1772,5,Creator,"Stephen Milburn Anderson,Donald Bakeerc",1
1773,3,Release Date,6 October 1995 (USA),-1
1774,1,Name,,1
1775,7,Cast,"Edward Norton,Brad Pitt,Helena Bonham Carter,Meat Loaf,Zach Grenier,Richmond Arquette,David Andrews,George Maguire,Eugenie Bondurant,Christina Cabot,Sydney 'Big Dawg' Colston,Rachel Singer,Christie Cronenweth,Tim DeZam,Ezra Buzzington",-1
1776,9,Country,SUA,1
1777,16,Description,An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.,-1
1778,7,Cast,"Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,M. Emmet Walsh,Daryl Hannah,William Sanderson,Brion James,Joe Turkel,Joanna Cassidy,James Hong,Morgan Paull,Kevin Thompson,John Edward Allen,Hy Pykef",1
1779,2,Year,1972,-1
1780,11,RatingValue,U8.6,1
1781,15,Filming Locations,"Józefa, Kraków, Malopolskie, Poland",-1
1782,12,RatingCount,"8307,",1
1783,9,Country,"USA,UK",-1
1784,10,Duration,R120 min,1
1785,16,Description,Henry Hill and his friends work their way up through the mob hierarchy.,-1
1786,6,Actors,"Clint Eastwood,Bee Vang,Christopher Carleyo",1
1787,5,Creator,"Terence Winter,Jordan Belfort",-1
1788,13,ReviewCount,"1ce0 r926,u,isirtc21 ",1
1789,13,ReviewCount,"1,153 user,748 critic",-1
1790,0,Id,466908t5t,1
1791,9,Country,USA,-1
1792,9,Country,USAu,1
1793,1,Name,The Shawshank Redemption,-1
1794,9,Country,,1
1795,1,Name,Supernatural Activity,-1
1796,14,Genre,"Biography,Dramap",1
1797,14,Genre,Drama,-1
1798,4,Director,,1
1799,14,Genre,"Comedy,Crime,Drama",-1
1800,8,Language,"AEnglish,Spanish",1
1801,1,Name,Cool Hand Luke,-1
1802,15,Filming Locations,"oMliefasr toMxteeoS,  co",1
1803,8,Language,English,-1
1804,6,Actors,,1
1805,1,Name,Papillon,-1
1806,4,Director,Rupert Gooldh,1
1807,15,Filming Locations,"Belleville, Illinois, USA",-1
1808,7,Cast,"Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,Nina Foch,The American In Paris Balletn",1
1809,5,Creator,"Alan Jay Lerner,Colette",-1
1810,11,RatingValue,,1
1811,13,ReviewCount,"91 user,153 critic",-1
1812,15,Filming Locations,"aThn,-tsarv,ohinlao  ttalocufia.HonarArD D  4   foMrOneo1 nat7dC,",1
1813,4,Director,Franklin J. Schaffner,-1
1814,6,Actors,"snlrtparerieo,u u MrerRRreyaeKS,eard tlaModfa bdB",1
1815,12,RatingCount,"71,450",-1
1816,15,Filming Locations,,1
1817,8,Language,English,-1
1818,14,Genre,"sAnimation,Adventure,Comedy",1
1819,14,Genre,"Animation,Action,Adventure",-1
1820,2,Year,0025,1
1821,9,Country,USA,-1
1822,8,Language,EnglishR,1
1823,15,Filming Locations,"Massachusetts, USA",-1
1824,7,Cast,"Gerard Butler,Jennifer Aniston,Gio Perez,Joel Marsh Garland,Jason Kolotouros,Matt Malloy,Jason Sudeikis,Adam Rose,Christine Baranski,Dorian Missick,David Costabile,Lynda Gravatt,Peter Greene,Jeff Garlin,Siobhan Fallon Hoganz",1
1825,15,Filming Locations,"Kaua'i, Hawaii, USA",-1
1826,16,Description,"fAfter an accident leaves a young man dead, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",1
1827,1,Name,Deep Impact,-1
1828,16,Description,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.y",1
1829,3,Release Date,25 January 2011 (USA),-1
1830,7,Cast,,1
1831,12,RatingCount,"29,268",-1
1832,3,Release Date,,1
1833,10,Duration,88 min,-1
1834,12,RatingCount,,1
1835,0,Id,tt0338337,-1
1836,5,Creator,,1
1837,14,Genre,"Drama,Thriller",-1
1838,5,Creator,",iniaiavblGeonn nraAaiun oiHhcMs",1
1839,3,Release Date,21 January 1983 (USA),-1
1840,5,Creator,"Fritz Gordon,Robert HiltzikH",1
1841,2,Year,2010,-1
1842,7,Cast,"nAhe attmVa eln MnelRsiGlDens,hriaHayntedtdaoscgheavsBeviylnP,eoernLlueKo,aislMrcMe,nersiA rnaMn cH,o,pSlilofai oJm, ra koninincbesa JiV,rJJala,eb,ie hSilmDheln JM yReran ,,n,e kBnnnaDbnllolPildcg eeeey eoAaR S ,eogereiite",1
1843,15,Filming Locations,,-1
1844,0,Id,,1
1845,3,Release Date,30 January 1998 (USA),-1
1846,5,Creator,"pSkip Hollandsworth,Richard Linklater",1
1847,2,Year,1999,-1
1848,15,Filming Locations,"OMontréal, Québec, Canada",1
1849,5,Creator,"Douglas Preston,Lincoln Child",-1
1850,6,Actors,"Brian Jannelle,Adrian Guillette,Arthur Smithu",1
1851,7,Cast,"Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Leo Burmester,Todd Graff,John Bedford Lloyd,J.C. Quinn,Kimberly Scott,Captain Kidd Brewer Jr.,George Robert Klek,Christopher Murphy,Adam Nelson,Dick Warlock,Jimmie Ray Weeks,J. Kenneth Campbell",-1
1852,6,Actors,"Steve Railsback,Mathilda May,Peter FirthD",1
1853,6,Actors,"Peter Weller,Belinda Bauer,John Glover",-1
1854,12,RatingCount,,1
1855,8,Language,English,-1
1856,6,Actors,"ARoy Scheider,Warren Oates,Candy Clark",1
1857,2,Year,1981,-1
1858,3,Release Date,7  SJa)anAy( 1u941U0r,1
1859,11,RatingValue,4.4,-1
1860,13,ReviewCount,"cr ctrs22,ii2 u3e",1
1861,14,Genre,Horror,-1
1862,13,ReviewCount,"h37 user,26 critic",1
1863,15,Filming Locations,"Claiborne Avenue Bridge, New Orleans, Louisiana, USA",-1
1864,10,Duration,,1
1865,3,Release Date,15 March 1946 (USA),-1
1866,1,Name,,1
1867,9,Country,USA,-1
1868,14,Genre,"Drama,Romance,Sci-Fiq",1
1869,10,Duration,101 min,-1
1870,12,RatingCount,"952,3",1
1871,4,Director,Gus Van Sant,-1
1872,11,RatingValue,k7.2,1
1873,11,RatingValue,4.2,-1
1874,5,Creator," eualaV  BGknSnelnstsaN,o",1
1875,12,RatingCount,"34,651",-1
1876,10,Duration,a106 min,1
1877,3,Release Date,13 May 2005 (France),-1
1878,8,Language,mEnglish,1
1879,2,Year,1983,-1
1880,6,Actors,"OCasey Affleck,Matt Damon",1
1881,7,Cast,"Judith Malina,Danijela Stajnfeld,Jack Engelhard,Tom Chapin,David Amram,Augustus Wilson,Romeo Lacandola,Erica Lee Hammond,Dermot McEvoy,Avery Miles,David Cesar,Alfredo Guenzani,Chris Johnson,Richard Reeves,Kevin Necciai",-1
1882,9,Country,NUSA,1
1883,3,Release Date,28 January 2011 (USA),-1
1884,15,Filming Locations,"onor 1ivrr,Unre6w SCyh akYM-t y eor,Ni S,tNttaaikCad yAteY awo  1&wbh sunl,BetUmeat i ",1
1885,11,RatingValue,6.6,-1
1886,6,Actors,"DChristian Bale,Steve Zahn,Jeremy Davies",1
1887,6,Actors,"Christian Bale,Sean Bean,Emily Watson",-1
1888,11,RatingValue,f6.1,1
1889,13,ReviewCount,"557 user,291 critic",-1
1890,14,Genre,"iln,rcirhleCtroe,iAmT",1
1891,7,Cast,"Vin Diesel,Radha Mitchell,Cole Hauser,Keith David,Lewis Fitz-Gerald,Claudia Black,Rhiana Griffith,John Moore,Simon Burke,Les Chantery,Sam Sari,Firass Dirani,Ric Anderson,Vic Wilson,Angela Moore",-1
1892,15,Filming Locations,"Coalhouse Fort, East Tilbury, Essex, England, UKf",1
1893,14,Genre,"Crime,Drama,Thriller",-1
1894,10,Duration,a89 min,1
1895,14,Genre,"Action,Crime,Drama",-1
1896,9,Country,"PUSA,UK",1
1897,12,RatingCount,"373,026",-1
1898,4,Director,,1
1899,9,Country,USA,-1
1900,3,Release Date,Y18 July 2001 (USA),1
1901,12,RatingCount,"250,134",-1
1902,1,Name,iHreDe  r  eLoieFvard,1
1903,1,Name,Marathon Man,-1
1904,1,Name,,1
1905,4,Director,J. Neil Schulman,-1
1906,4,Director,Gt ltzevoeS,1
1907,1,Name,David Holzman's Diary,-1
1908,0,Id,tt0022913m,1
1909,14,Genre,"Adventure,Comedy,Fantasy",-1
1910,16,Description,s us mrpdatndi ttsecu tunoln derei us utidron tnubd gsnaa.eefelirewl'ogmedehu weowsueresia seo hsol   tsphicoahoq yhu  hAhehm eb  iahrvfs bthat ancti rm ou ,1
1911,10,Duration,76 min,-1
1912,0,Id,,1
1913,13,ReviewCount,"74 user,41 critic",-1
1914,1,Name,,1
1915,10,Duration,71 min,-1
1916,9,Country,nUSA,1
1917,12,RatingCount,"3,181",-1
1918,0,Id,t840t6073,1
1919,15,Filming Locations,"Busch Gardens - S. Grove Avenue, Pasadena, California, USA",-1
1920,13,ReviewCount,"rc3c1i2  0,rtuies31",1
1921,12,RatingCount,"2,043",-1
1922,0,Id,,1
1923,3,Release Date,26 January 2001 (USA),-1
1924,2,Year,2009,1
1925,12,RatingCount,"9,975",-1
1926,11,RatingValue,5.7u,1
1927,1,Name,The Rocker,-1
1928,8,Language,UEnglish,1
1929,13,ReviewCount,"28 user,1 critic",-1
1930,3,Release Date,Dce2 r(e72m00) 1SebU A,1
1931,4,Director,Robert Siodmak,-1
1932,16,Description,"ke ls aeio.ssk lpeuoeroeur Ztmeuhrt  l  io seaotsdih iryelsetMifHe pe intrnsrhftnaa iva s fff,ioacaaegnysensge s cyhn doaai cnefnu ",1
1933,10,Duration,83 min,-1
1934,5,Creator,,1
1935,1,Name,The Mummy's Hand,-1
1936,7,Cast,"h,M t  CmFeeaiKsairl,CeadsseHreKnyarocreme dM aipnsci ,J sehtiHrh,hoa iarKaoKannst,Rnbntkc ennrdndie ,Hree ,oNo.tnVionniilsCmSoLviaeD, isrA,lrueo inlCelouWrogs,gmthtlPr,pSyar",1
1937,2,Year,1954,-1
1938,2,Year,,1
1939,0,Id,tt0049103,-1
1940,9,Country,USAf,1
1941,2,Year,2005,-1
1942,0,Id,tt0035096k,1
1943,6,Actors,"Jeff Goldblum,Joseph Bologna,Ed Begley Jr.",-1
1944,16,Description,The story of a sergeant and the inner core members of his unit as they try to serve in and survive World War II.c,1
1945,7,Cast,"Dax Shepard,Will Arnett,Chi McBride,David Koechner,Dylan Baker,Michael Shannon,Miguel Nino,Jay Whittaker,Amy Hill,David Darlow,Joseph Marcus,Nick Phalen,A.J. Balance,Jerry Minor,Mary Seibel",-1
